1 15 2447 BB 918 | 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1
2 15 2254 BB 551 | 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1
3 15 2174 BB 329 | 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1
4 15 1882 BB 115 | 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0
5 15 2349 BB 986 | 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
6 15 1331 BB 80 | 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0
7 15 2374 BB 427 | 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1
8 15 2267 BB 24 | 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1
9 15 2518 BB 1507 | 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1
10 15 1633 BB 328 | 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
11 15 1536 BB 344 | 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
12 15 2159 BB 420 | 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0
13 15 2361 BB 1239 | 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
14 15 2506 BB 541 | 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1
15 15 2456 BB 146 | 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
16 15 2342 BB 277 | 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1
17 15 1910 BB 349 | 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1
18 15 2125 BB 507 | 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
19 15 2477 BB 31 | 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0
20 15 3011 BB 262 | 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
21 15 2335 BB 87 | 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
22 15 1594 BB 534 | 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
23 15 1945 BB 910 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
24 15 2189 BB 1423 | 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1
25 15 1941 BB 74 | 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
26 15 1939 BB 133 | 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1
27 15 1948 BB 45 | 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1
28 15 2136 BB 39 | 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1
29 15 2245 BB 95 | 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1
30 15 2454 BB 1390 | 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
31 15 2026 BB 668 | 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1
32 15 2143 BB 363 | 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
33 15 2251 BB 122 | 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1
34 15 2340 BB 67 | 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0
35 15 2158 BB 1116 | 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
36 15 2083 BB 26 | 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1
37 15 2163 BB 378 | 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1
38 15 2287 BB 312 | 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1
39 15 1988 BB 85 | 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1
40 15 2337 BB 283 | 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1
41 15 2394 BB 23 | 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
42 15 2433 BB 111 | 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0
43 15 2137 BB 212 | 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1
44 15 1989 BB 40 | 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1
45 15 1945 BB 121 | 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
46 15 1550 BB 79 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
47 15 2206 BB 318 | 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1
48 15 2332 BB 97 | 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
49 15 1813 BB 130 | 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
50 15 2010 BB 76 | 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
51 15 1666 BB 176 | 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
52 15 2462 BB 301 | 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1
53 15 2079 BB 272 | 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1
54 15 2285 BB 269 | 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
55 15 2279 BB 360 | 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1
56 15 2464 BB 118 | 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1
57 15 2048 BB 481 | 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1
58 15 2273 BB 1462 | 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
59 15 2300 BB 1406 | 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1
60 15 1721 BB 65 | 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1
61 15 2315 BB 339 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0
62 15 2492 BB 529 | 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1
63 15 2799 BB 2213 | 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
64 15 2198 BB 123 | 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1
65 15 1854 BB 423 | 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1
66 15 1747 BB 300 | 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
67 15 1932 BB 233 | 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0
68 15 1695 BB 134 | 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0
69 15 1937 BB 887 | 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1
70 15 2378 BB 119 | 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
71 15 1923 BB 104 | 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
72 15 2062 BB 141 | 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1
73 15 2322 BB 177 | 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1
74 15 2081 BB 412 | 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
75 15 2635 BB 301 | 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1
76 15 2033 BB 259 | 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
77 15 1992 BB 155 | 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1
