1 10 324 15 53 72 231 26 224 35 116 19 71 78 64 25 269 96 159 31 190 9 294
2 10 424 65 182 83 181 74 124 47 261 66 150 48 107 59 99 35 294 19 69 34 19
3 10 489 79 81 85 35 29 114 41 296 24 28 79 269 53 187 67 133 85 235 70 32
4 10 400 90 125 80 23 15 213 29 3 58 116 1 31 81 111 38 293 56 127 52 233
5 10 424 13 72 57 173 85 248 6 234 80 51 83 213 58 106 48 263 76 190 24 241
6 10 424 69 48 86 15 81 76 14 66 85 161 20 198 52 131 38 282 17 9 69 51
7 10 436 67 171 83 292 12 106 8 106 88 147 82 182 34 61 30 232 55 224 87 249
8 10 475 10 278 64 50 87 7 58 198 96 122 90 1 8 159 76 59 99 30 6 160
9 10 244 81 95 10 257 65 151 8 53 31 55 19 1 38 291 25 58 2 192 27 214
10 10 483 88 88 40 157 26 247 61 148 64 205 18 28 95 165 53 112 72 211 87 292
11 10 488 83 120 58 250 3 8 56 123 78 222 91 57 73 174 75 11 42 259 51 111
12 10 530 82 83 55 1 84 278 98 177 52 80 68 2 34 273 5 2 94 282 91 213
13 10 341 25 106 82 283 80 198 2 207 55 201 64 268 51 184 40 32 12 99 16 275
14 10 523 52 176 68 290 77 246 5 47 99 47 47 20 92 249 87 120 36 198 91 183
15 10 358 6 86 15 193 53 54 65 226 15 101 11 77 27 142 89 18 97 125 70 124
16 10 280 39 18 54 251 97 171 35 94 2 246 18 104 27 24 38 258 23 77 18 291
17 10 353 36 152 3 80 10 202 47 264 59 185 55 262 22 33 55 293 91 55 64 150
18 10 440 58 251 60 163 36 117 5 161 41 197 96 164 49 71 96 292 74 65 35 57
19 10 487 20 190 59 159 66 252 44 118 56 214 41 176 89 77 84 196 85 139 65 293
20 10 372 64 174 51 89 29 293 31 119 6 148 43 162 33 248 45 38 70 177 94 66
21 10 499 57 64 35 43 96 102 92 253 77 190 60 197 73 284 90 269 7 276 37 187
22 10 396 79 196 80 165 60 178 71 165 3 124 38 297 84 91 22 268 53 181 6 278
23 10 464 63 159 27 126 28 253 50 121 93 58 66 31 14 299 72 44 73 300 94 194
24 10 460 62 37 67 14 100 265 93 168 83 137 90 228 14 239 6 203 35 298 26 269
25 10 460 41 95 86 56 26 16 69 81 8 254 85 260 71 211 85 274 23 230 82 23
26 10 496 35 253 100 120 68 278 16 136 49 36 90 77 86 162 80 166 21 295 75 41
27 10 420 53 172 50 293 89 19 52 149 34 223 48 230 48 272 50 236 96 78 5 144
28 10 471 51 3 41 34 77 39 68 198 1 210 4 127 90 291 95 210 93 290 69 213
29 10 477 34 15 89 40 70 210 78 105 85 90 43 277 64 144 76 104 52 293 6 162
30 10 424 51 249 60 264 40 293 62 218 67 284 11 131 94 218 59 204 18 65 68 41
31 10 425 91 84 42 206 31 182 41 101 35 80 21 194 64 248 85 7 59 258 63 96
32 10 388 69 265 80 77 49 36 33 127 32 147 97 113 13 205 41 42 63 132 8 50
33 10 388 33 295 25 40 16 216 58 127 53 135 32 112 92 166 98 83 27 96 52 42
34 10 435 87 293 95 68 84 29 41 240 31 115 42 138 19 55 17 214 55 247 73 115
35 10 402 19 35 12 84 50 5 68 234 85 70 6 148 61 60 89 241 60 155 53 142
36 10 378 87 239 62 146 59 285 19 94 10 124 87 203 49 73 21 253 9 147 70 215
37 10 392 15 176 72 203 13 208 56 239 30 25 36 5 81 296 34 77 64 35 89 277
38 10 407 26 52 41 167 7 222 39 71 58 45 34 119 98 286 68 168 53 294 85 18
39 10 328 32 255 43 209 28 60 17 224 53 254 2 193 51 250 97 110 12 259 75 16
40 10 260 39 66 48 282 42 209 54 201 9 68 3 197 61 286 15 170 38 178 16 152
41 10 404 67 131 11 40 14 136 12 46 80 80 87 13 81 162 53 118 59 131 41 92
42 10 472 39 50 89 3 39 202 88 146 89 143 17 4 91 3 53 75 54 131 31 59
43 10 514 28 90 69 156 2 103 83 267 80 15 53 50 94 227 91 185 83 215 60 268
44 10 382 34 37 10 235 38 90 30 103 21 168 89 144 81 263 7 213 94 181 74 271
45 10 477 76 185 92 110 72 99 68 56 54 76 61 162 30 148 62 222 19 85 63 281
46 10 484 82 110 28 227 66 202 39 217 52 102 56 127 47 214 37 266 100 178 99 20
47 10 401 91 130 31 137 69 167 38 276 49 162 59 1 4 135 82 257 55 100 24 111
48 10 431 89 37 86 198 11 188 40 12 34 237 42 133 97 254 33 263 46 37 61 194
49 10 288 13 181 5 51 15 1 53 272 63 5 3 282 85 220 33 25 42 21 48 60
50 10 506 94 255 84 19 41 230 47 144 40 14 96 293 44 50 93 212 13 248 81 66
51 10 454 100 148 7 72 71 138 86 111 35 196 44 76 54 136 42 145 100 255 29 127
52 10 444 22 88 44 91 49 288 98 177 73 94 82 144 42 167 4 279 60 127 81 130
53 10 413 56 230 73 47 87 178 20 124 6 93 93 134 70 76 10 146 98 169 4 210
54 10 500 11 37 77 55 61 45 79 157 82 232 50 67 17 293 88 28 67 38 93 22
55 10 415 95 165 51 92 77 113 89 147 9 7 10 99 40 291 59 211 4 127 85 18
56 10 364 49 226 82 126 90 193 63 123 11 229 1 200 8 223 49 106 84 153 18 272
57 10 410 12 258 73 119 87 222 3 213 48 268 81 269 31 28 80 74 83 106 15 190
58 10 328 59 187 5 37 81 28 18 122 4 192 34 292 4 255 82 112 47 38 76 279
59 10 472 15 50 42 152 11 32 55 98 76 206 79 120 68 27 95 254 54 241 95 64
60 10 525 51 146 89 231 90 48 89 265 44 212 87 90 48 55 10 218 74 297 75 158
61 10 349 76 34 87 19 11 175 2 152 19 127 50 221 4 56 94 294 31 94 63 160
62 10 444 35 286 84 284 26 255 50 293 31 83 75 52 40 146 77 87 100 294 37 13
63 10 508 39 173 75 118 7 299 39 165 64 235 93 246 99 170 79 136 71 77 69 187
64 10 259 24 27 65 88 12 118 63 6 10 146 47 172 49 151 28 207 15 185 11 58
65 10 338 11 178 39 223 84 287 48 225 6 187 54 144 93 230 10 86 36 7 42 128
66 10 362 77 36 31 11 66 112 92 264 7 114 1 34 69 161 34 102 8 82 68 199
67 10 362 40 246 58 109 65 138 27 55 32 66 74 33 22 192 21 41 28 232 86 94
68 10 356 67 14 90 11 2 7 52 67 49 82 12 250 16 25 46 189 45 6 67 128
69 10 336 59 40 44 85 72 220 45 55 10 111 20 286 46 278 54 185 12 164 59 111
70 10 463 41 150 46 104 9 182 72 137 92 295 49 261 52 178 79 39 67 196 72 9
71 10 416 23 214 94 48 66 295 16 15 58 285 3 239 43 63 94 229 75 59 49 283
72 10 328 41 254 40 88 72 128 61 93 13 230 39 184 9 62 19 20 41 290 76 195
73 10 221 1 8 1 117 33 206 11 181 22 98 98 101 3 60 20 68 37 117 51 18
74 10 386 14 122 72 180 55 21 97 223 96 49 11 98 29 268 28 208 48 260 33 121
75 10 463 68 26 83 48 9 164 40 34 78 102 81 104 1 104 69 256 83 17 67 60
76 10 452 25 101 86 95 33 75 96 18 23 54 68 172 50 120 87 211 25 253 72 156
77 10 541 86 284 35 257 98 27 100 241 51 259 9 266 90 55 58 122 90 192 60 168
78 10 377 15 154 89 131 42 177 98 154 41 151 21 36 39 27 84 244 17 191 26 38
79 10 444 11 46 96 229 89 219 45 255 22 183 92 96 35 137 56 6 79 101 31 90
80 10 508 73 256 96 109 94 218 54 98 18 154 24 285 71 84 87 98 70 73 49 73
81 10 528 35 251 91 2 99 96 86 86 77 253 73 300 74 119 17 5 28 125 80 223
82 10 521 97 239 67 289 88 64 99 286 75 236 47 69 4 287 97 92 46 223 32 160
83 10 413 94 189 69 257 86 135 2 258 48 143 29 12 71 1 77 94 25 16 16 83
84 10 413 4 287 83 191 45 196 1 248 66 138 94 107 1 136 70 32 56 96 97 165
85 10 415 34 235 54 171 42 89 32 15 12 279 81 167 41 242 95 130 72 46 56 187
86 10 447 48 129 84 285 59 214 74 264 12 49 18 145 91 206 55 70 79 1 39 45
87 10 485 53 219 66 213 59 2 7 98 52 226 42 69 95 293 89 202 48 168 96 245
88 10 459 49 167 52 118 56 287 15 27 62 63 81 169 28 146 86 65 70 165 75 297
89 10 293 73 294 1 127 33 231 26 113 15 41 5 169 48 43 34 143 38 9 94 279
90 10 496 24 249 98 149 56 176 65 205 74 163 2 148 38 140 86 245 87 127 91 260
91 10 429 70 236 73 260 25 271 84 243 46 254 23 268 61 294 58 121 81 49 16 206
92 10 475 7 278 74 229 93 298 30 31 25 237 69 169 53 168 85 180 58 93 100 10
93 10 425 28 198 100 300 8 300 78 209 13 134 72 143 58 250 58 234 29 158 88 270
94 10 424 71 163 59 142 79 164 72 130 8 279 36 117 49 203 36 159 70 207 50 262
95 10 443 79 234 32 289 44 35 43 138 3 189 40 172 86 32 62 88 79 104 86 45
96 10 400 27 27 36 241 77 22 91 145 21 224 72 91 3 211 34 252 39 70 100 144
97 10 270 35 140 10 275 9 71 20 281 69 94 96 300 1 92 18 203 48 196 32 139
98 10 460 42 232 73 35 70 238 57 112 83 48 30 29 73 197 43 291 90 17 15 249
99 10 389 36 89 69 273 15 109 63 280 50 30 30 10 82 166 53 233 49 21 40 57
100 10 310 63 56 34 21 39 109 61 279 51 128 28 8 41 234 17 107 12 32 42 32
101 10 368 89 187 41 205 65 163 4 265 43 205 77 177 16 16 56 160 13 2 57 48
102 10 392 26 87 24 171 97 57 77 80 42 62 9 208 73 236 70 202 70 1 2 186
103 10 465 18 169 26 112 81 183 75 28 98 153 21 215 33 108 85 30 64 53 81 34
104 10 406 63 194 38 254 98 63 39 91 16 287 43 247 21 72 72 182 30 249 88 282
105 10 248 72 159 37 129 1 246 17 232 96 64 27 71 16 96 19 3 11 74 14 79
106 10 376 84 9 41 19 5 276 57 202 78 264 42 274 26 66 71 108 61 12 5 198
107 10 512 51 75 88 235 59 215 95 188 44 91 36 260 94 62 41 268 49 48 83 149
108 10 408 63 112 87 142 88 262 65 157 32 193 20 31 90 148 34 24 12 229 20 47
109 10 392 4 202 72 58 93 99 13 226 35 121 73 56 71 7 8 285 53 282 69 44
110 10 396 40 281 43 162 29 44 91 118 99 150 92 194 9 293 42 130 2 118 49 267
111 10 368 28 93 65 221 56 36 39 279 34 284 29 287 36 133 29 223 100 250 44 212
112 10 488 88 24 1 47 97 56 48 153 28 149 73 297 31 62 99 154 68 221 77 66
113 10 371 14 58 71 114 20 194 69 178 41 272 59 98 88 220 52 259 18 37 32 15
114 10 328 5 295 4 39 94 86 31 268 24 14 32 263 66 75 67 252 29 179 59 77
115 10 452 24 231 91 205 84 129 51 78 58 58 60 124 64 192 12 206 78 127 44 58
116 10 420 80 65 11 41 31 216 69 64 72 161 49 41 87 236 45 180 15 218 66 283
117 10 490 53 14 57 186 48 10 86 187 94 210 89 199 50 263 63 289 17 225 56 286
118 10 393 35 2 76 37 45 165 57 22 28 130 89 108 54 257 18 258 64 107 26 69
119 10 314 43 91 6 195 51 286 17 107 54 296 84 38 16 83 35 94 47 18 40 88
120 10 289 13 291 8 164 55 143 88 87 11 240 82 139 1 259 43 129 51 67 10 171
121 10 396 16 237 80 170 52 121 72 58 5 130 21 111 81 162 78 99 86 11 5 130
122 10 331 20 130 7 229 82 262 63 195 15 9 38 254 74 283 6 243 9 18 100 73
123 10 406 85 53 78 149 32 72 26 6 33 79 64 102 95 213 12 182 26 71 57 106
124 10 525 72 152 85 278 30 226 53 86 93 102 78 242 45 258 78 132 80 40 43 257
125 10 405 29 41 45 108 22 163 9 253 52 3 86 47 72 243 77 41 72 258 43 119
126 10 335 14 117 3 245 54 191 61 151 64 52 47 111 8 111 93 281 37 138 38 226
127 10 372 50 282 74 8 1 193 36 177 48 279 52 178 73 32 77 222 38 120 16 251
128 10 332 9 220 7 93 14 175 57 263 28 228 79 162 92 183 13 195 81 36 36 264
129 10 449 94 300 54 279 29 275 85 91 83 93 29 274 51 251 71 269 63 247 3 72
130 10 371 56 153 16 35 34 202 27 12 24 288 64 179 94 204 26 198 33 50 90 195
131 10 488 19 282 84 4 84 123 84 297 98 50 42 123 16 5 40 16 83 226 61 62
132 10 478 43 8 65 169 78 43 65 243 98 70 76 91 45 191 64 244 48 209 16 173
133 10 385 39 210 19 259 78 157 52 113 57 293 67 51 10 267 74 34 1 271 85 151
134 10 458 40 67 71 76 91 112 25 65 40 83 84 182 23 78 67 165 57 103 75 170
135 10 424 62 118 36 96 46 36 97 15 90 117 17 245 64 17 16 193 97 70 5 110
136 10 492 86 259 50 198 79 202 27 126 81 118 98 14 70 142 53 270 15 226 57 124
137 10 430 33 33 68 250 66 115 23 56 94 112 44 127 15 194 37 106 59 29 99 216
138 10 438 3 266 66 43 76 201 97 10 49 41 61 180 69 108 24 205 5 108 98 285
139 10 414 68 128 82 87 63 202 12 297 9 138 72 180 74 172 72 261 47 268 19 11
140 10 432 22 220 37 257 68 102 57 264 84 3 66 155 29 120 99 286 47 32 31 109
141 10 320 32 223 26 180 13 276 100 193 8 123 6 148 69 198 62 272 64 260 20 263
142 10 358 48 153 78 38 5 40 2 149 99 183 15 213 46 64 41 171 89 185 25 137
143 10 360 23 254 18 127 75 18 57 84 30 171 66 148 18 146 97 205 48 289 19 142
144 10 469 18 291 94 94 90 15 26 297 87 260 89 213 18 54 23 194 82 96 60 69
145 10 324 47 287 4 20 21 134 94 60 52 55 27 153 28 264 56 238 25 50 52 238
146 10 453 8 162 14 217 73 40 91 75 89 77 60 114 92 166 66 9 2 18 72 15
147 10 388 51 254 88 292 73 269 61 210 5 39 66 207 46 25 36 41 55 1 4 257
148 10 330 2 226 4 213 79 143 64 288 58 23 5 10 58 96 15 164 95 87 33 284
149 10 524 50 128 45 210 67 208 98 269 89 3 87 214 53 299 41 143 34 44 91 43
150 10 432 26 257 96 177 71 25 26 275 2 154 70 139 52 149 81 8 39 296 78 265
151 10 322 64 262 69 291 15 214 44 175 7 47 40 267 19 132 70 277 43 14 32 11
152 10 459 34 82 77 123 59 285 27 201 40 18 50 116 96 71 37 265 58 48 96 136
153 10 271 60 139 42 244 16 57 7 277 44 78 57 193 21 204 62 208 23 196 7 142
154 10 312 10 65 12 59 64 277 62 215 9 83 56 73 34 196 82 162 2 203 60 166
155 10 271 64 127 52 53 22 294 14 132 9 109 25 89 72 129 69 175 3 71 9 168
156 10 467 85 98 95 9 8 159 17 175 60 287 91 144 80 203 12 103 46 288 90 266
157 10 572 89 33 31 167 97 139 70 137 90 41 76 295 84 32 17 222 96 212 65 221
158 10 381 6 128 56 9 16 149 60 215 65 192 68 278 100 142 4 162 74 87 28 278
159 10 366 11 244 7 75 3 155 70 58 31 180 71 142 76 145 87 106 7 250 95 5
160 10 400 91 280 97 158 100 287 45 72 9 252 19 177 41 13 37 141 35 140 26 267
161 10 386 97 34 48 205 96 109 19 5 63 108 58 72 17 158 78 119 3 244 4 172
162 10 392 77 5 44 3 74 205 43 286 70 209 27 290 20 279 48 256 34 115 53 122
163 10 532 92 34 75 62 78 245 67 16 87 231 2 268 90 59 81 202 90 262 4 64
164 10 396 94 102 18 164 8 82 49 255 32 215 26 90 61 222 18 129 92 62 97 133
165 10 451 27 212 28 23 28 130 89 251 96 130 44 31 63 214 68 14 95 228 26 167
166 10 362 74 1 10 121 10 133 39 164 13 236 93 55 71 95 41 57 13 186 89 116
167 10 298 18 254 18 285 52 240 30 228 37 207 47 143 83 275 23 171 16 185 49 113
168 10 253 2 65 52 264 34 224 7 289 35 211 30 164 36 119 10 269 25 115 86 99
169 10 415 71 21 38 274 86 201 82 280 32 211 47 22 95 72 3 214 3 39 62 74
170 10 420 42 9 63 241 18 155 78 140 96 186 50 101 7 55 37 86 41 28 94 168
171 10 416 99 296 41 13 67 166 27 48 78 57 18 119 77 124 38 229 18 179 57 181
172 10 439 91 273 48 135 100 23 12 263 33 299 84 19 100 103 58 159 20 92 3 17
173 10 325 100 9 11 171 95 221 44 272 11 118 37 22 2 224 30 199 68 78 9 99
174 10 437 40 202 93 19 80 289 68 104 84 139 57 78 37 118 42 258 15 89 31 222
175 10 468 30 185 57 42 69 257 13 262 95 115 98 270 49 99 32 16 56 218 86 3
176 10 331 100 300 90 214 45 16 10 251 5 281 3 42 55 42 11 75 32 57 63 93
177 10 380 1 115 67 26 52 266 82 36 73 242 68 29 51 71 64 157 2 99 16 126
178 10 328 38 198 45 132 2 233 10 251 95 72 80 75 47 222 53 124 3 80 38 227
179 10 431 76 178 74 177 56 171 29 272 48 276 4 162 41 51 53 246 74 198 84 8
180 10 380 65 18 50 168 93 184 64 199 69 118 73 106 26 148 14 145 6 193 15 117
181 10 357 27 135 76 201 16 251 87 285 21 137 29 48 37 293 52 80 3 15 99 26
182 10 288 10 287 25 94 51 46 82 134 5 163 29 94 16 187 64 37 72 296 6 73
183 10 340 78 2 4 64 17 47 79 207 28 165 43 276 19 133 22 13 38 267 97 229
184 10 403 26 156 84 19 33 173 96 241 41 3 11 258 6 41 62 192 53 24 92 62
185 10 322 54 55 61 123 29 250 53 187 12 266 13 66 18 129 54 112 19 128 90 116
186 10 299 25 265 24 213 82 238 76 147 34 122 4 287 34 4 25 220 18 219 52 126
187 10 537 83 170 65 271 80 56 60 174 6 103 68 263 58 208 92 179 99 30 61 177
188 10 292 24 263 27 146 20 99 17 255 14 112 40 284 83 100 25 259 16 233 100 9
189 10 467 100 21 91 183 62 93 53 163 47 279 100 228 37 89 29 77 10 16 55 39
190 10 272 6 23 85 113 19 29 37 5 8 286 49 221 13 239 89 277 28 3 6 231
191 10 434 23 121 74 280 85 92 43 245 47 213 52 183 32 277 99 50 46 41 42 8
192 10 361 15 60 11 235 99 43 36 40 17 264 64 255 51 295 100 201 35 279 24 50
193 10 373 34 238 35 201 6 102 89 292 40 39 49 56 79 73 7 11 92 50 36 62
194 10 496 67 169 76 253 27 195 47 201 86 169 55 197 71 186 69 132 30 126 93 170
195 10 352 26 126 61 242 84 139 42 289 68 113 79 265 33 102 7 12 1 55 40 125
196 10 444 93 279 36 155 13 8 87 277 56 56 41 30 61 1 87 29 61 244 20 27
197 10 316 70 128 93 281 17 233 8 271 35 193 8 30 9 181 74 171 7 138 74 144
198 10 294 55 29 2 56 36 39 58 144 24 118 42 160 37 118 84 293 7 190 23 111
199 10 376 11 230 17 153 77 44 36 175 81 234 43 285 88 271 15 189 13 146 90 73
200 10 536 81 153 82 110 77 86 37 192 40 295 36 264 92 76 78 86 94 108 53 287
201 10 392 96 253 74 159 85 247 20 163 54 120 2 232 46 35 70 214 35 31 9 165
202 10 415 36 29 40 94 73 115 48 107 87 247 4 282 58 82 41 223 32 273 100 202
203 10 487 15 195 52 192 35 85 86 181 87 274 18 298 76 168 97 235 98 132 45 223
204 10 448 87 202 60 74 51 256 34 283 45 117 57 99 41 134 86 253 73 230 26 34
205 10 421 91 270 47 146 38 59 85 192 24 252 12 60 75 255 42 273 48 239 65 265
206 10 347 52 298 16 272 79 16 5 69 90 243 39 169 81 153 15 192 4 25 53 26
207 10 295 80 297 39 87 56 107 7 77 19 53 11 154 12 53 17 209 53 102 75 13
208 10 289 37 264 19 69 15 53 2 28 68 73 80 108 50 114 54 102 32 23 5 216
209 10 370 35 78 67 137 33 205 26 124 45 183 38 102 66 74 50 187 15 163 88 191
210 10 387 32 184 30 49 88 19 86 86 44 233 33 173 65 94 59 93 42 145 5 176
211 10 360 39 106 3 76 98 117 15 158 35 137 39 211 71 140 9 175 80 261 62 158
212 10 436 2 4 64 278 41 45 73 89 60 247 83 21 65 194 39 75 93 34 26 57
213 10 454 13 288 96 252 70 229 55 179 65 156 97 297 28 201 100 203 17 242 27 219
214 10 238 7 240 61 63 34 282 29 100 13 51 8 179 10 22 94 89 12 256 30 90
215 10 296 5 133 73 97 28 64 33 271 61 266 35 77 15 181 12 109 12 70 96 155
216 10 340 60 203 60 250 36 78 9 74 23 256 7 65 82 277 41 101 61 223 47 88
217 10 348 20 297 86 212 33 295 23 225 23 111 55 12 76 119 80 17 15 125 24 147
218 10 396 37 218 77 257 62 236 86 202 57 14 4 214 39 161 82 45 49 273 3 265
219 10 461 81 267 55 171 76 239 53 253 24 15 8 177 100 87 34 103 48 96 98 280
220 10 282 13 60 91 54 3 124 74 68 24 173 1 74 67 265 46 211 17 236 17 60
221 10 469 51 143 5 79 45 30 53 134 92 28 94 97 51 231 86 37 82 123 28 281
222 10 446 72 266 77 61 47 101 32 36 52 246 16 21 27 178 74 216 90 222 71 134
223 10 426 62 77 28 139 22 49 100 218 30 126 19 177 69 28 96 209 33 110 74 101
224 10 363 44 216 18 236 48 204 21 222 75 192 54 165 64 102 28 108 45 221 57 281
225 10 552 65 109 89 146 72 82 94 46 46 259 75 284 2 16 90 290 73 207 85 165
226 10 368 27 213 13 129 91 220 65 79 58 298 18 225 20 217 82 271 9 146 78 283
227 10 440 60 138 40 12 63 186 99 46 79 32 44 236 38 68 18 178 49 72 61 243
228 10 456 60 246 87 179 26 184 72 114 79 10 17 100 51 62 62 123 43 205 73 86
229 10 475 16 200 63 275 36 125 25 79 89 99 90 107 52 186 91 96 84 291 48 80
230 10 500 96 113 1 119 77 199 93 270 98 249 27 94 100 59 67 90 51 1 16 296
231 10 380 21 97 12 99 70 242 41 88 66 67 33 105 56 127 14 298 100 159 62 243
232 10 364 57 243 25 221 49 150 30 52 28 80 23 133 84 184 36 73 81 36 43 175
233 10 397 14 250 78 2 88 3 75 94 87 185 25 274 5 42 25 252 3 41 97 250
234 10 275 39 142 54 36 22 295 71 136 16 155 46 225 37 145 28 114 2 67 29 280
235 10 400 32 278 55 219 43 18 36 182 36 261 62 150 76 111 93 153 51 272 17 27
236 10 459 92 2 15 277 93 58 58 79 2 190 98 206 89 99 36 59 15 218 76 41
237 10 368 12 87 85 29 33 247 8 9 72 8 53 128 57 245 13 141 31 195 96 202
238 10 418 59 26 37 279 5 195 86 263 40 194 62 145 96 272 96 44 27 83 15 241
