2 20 205 7 38 5 12 22 33 9 30 8 32 9 20 25 33 16 37 7 45 16 42 9 18 24 27 11 24 6 17 3 49 18 39 13 24 25 10 20 11 4 9
3 20 205 4 9 7 38 6 17 22 33 25 10 3 49 13 24 11 24 9 30 20 11 25 33 18 39 24 27 16 37 8 32 9 18 9 20 5 12 16 42 7 45
4 20 205 25 10 11 24 22 33 9 18 9 20 20 11 5 12 9 30 18 39 16 37 8 32 7 45 3 49 24 27 16 42 7 38 25 33 4 9 6 17 13 24
5 20 205 18 39 4 9 25 33 16 42 20 11 9 20 6 17 3 49 11 24 16 37 7 45 25 10 9 18 24 27 8 32 22 33 7 38 9 30 13 24 5 12
6 20 205 3 49 11 24 5 12 9 18 7 45 16 42 7 38 20 11 16 37 25 10 22 33 6 17 13 24 9 20 8 32 24 27 25 33 9 30 4 9 18 39
7 20 205 8 32 6 17 16 37 11 24 9 30 25 33 3 49 22 33 7 45 13 24 16 42 25 10 4 9 9 20 9 18 20 11 24 27 5 12 18 39 7 38
8 20 205 16 42 9 30 9 20 25 10 8 32 6 17 7 38 13 24 7 45 24 27 11 24 5 12 25 33 22 33 18 39 3 49 16 37 9 18 4 9 20 11
9 20 205 13 24 9 18 11 24 16 37 22 33 9 20 7 45 6 17 9 30 3 49 7 38 4 9 5 12 8 32 18 39 20 11 25 33 16 42 24 27 25 10
10 20 205 13 24 4 9 8 32 25 10 7 38 24 27 7 45 9 30 18 39 16 42 9 18 16 37 5 12 11 24 3 49 25 33 22 33 6 17 9 20 20 11
11 20 205 6 17 11 24 16 37 7 38 7 45 16 42 18 39 24 27 25 10 4 9 20 11 9 30 8 32 5 12 13 24 22 33 9 20 25 33 9 18 3 49
12 20 205 16 42 25 10 9 30 24 27 25 33 13 24 8 32 22 33 9 20 20 11 4 9 3 49 11 24 18 39 5 12 9 18 7 38 16 37 7 45 6 17
13 20 205 9 18 7 38 20 11 11 24 16 37 13 24 8 32 5 12 24 27 25 33 9 30 6 17 18 39 7 45 4 9 9 20 25 10 16 42 3 49 22 33
