1 15 603 15 45 72 193 26 187 35 97 19 60 78 53 25 224 96 133 31 159 9 245 97 163 61 206 61 184 42 117 87 163
2 15 587 48 89 59 82 35 245 19 58 34 16 76 196 27 211 12 72 38 103 99 59 10 196 90 132 63 166 45 212 79 174
3 15 475 5 225 42 200 8 36 71 71 1 144 39 1 11 202 37 95 98 139 43 129 78 73 13 60 57 144 85 207 6 195
4 15 655 17 206 71 144 36 119 88 189 64 60 81 90 69 40 86 12 81 63 14 55 85 134 20 165 52 109 38 235 17 8
5 15 551 17 172 67 142 83 244 12 89 8 88 88 123 82 152 34 51 30 193 55 186 87 207 13 25 93 160 17 216 3 145
6 15 586 96 102 90 1 8 133 76 49 99 25 6 133 34 201 32 24 86 162 51 19 18 78 19 46 1 95 97 62 20 5
7 15 625 27 178 54 218 30 100 53 65 83 153 50 159 69 43 10 237 55 131 38 180 71 218 98 189 83 100 58 209 3 7
8 15 638 41 195 74 226 19 181 58 188 4 105 87 127 37 190 82 69 55 1 84 231 98 148 52 67 68 2 34 228 5 2
9 15 599 94 227 71 108 25 88 82 236 80 165 2 173 55 168 64 223 51 154 40 27 12 83 16 229 1 129 59 170 97 192
10 15 664 5 39 99 39 47 17 92 208 87 100 36 165 91 152 78 15 29 36 65 131 18 162 76 37 34 26 26 66 48 222
11 15 632 97 104 70 104 71 97 6 134 84 242 57 88 32 4 82 45 35 68 8 93 86 57 26 45 97 110 36 126 3 67
12 15 663 68 118 88 146 62 137 88 55 11 136 98 226 19 160 50 16 58 209 60 136 36 98 5 134 41 164 96 137 49 60
13 15 668 98 185 22 87 19 78 20 158 59 132 66 210 44 99 56 178 41 146 89 65 84 163 85 116 65 244 29 159 58 127
14 15 572 29 244 31 99 6 123 43 135 33 207 45 32 70 148 94 55 78 141 22 86 15 240 34 229 85 192 64 150 66 181
15 15 685 90 224 7 230 37 156 8 196 66 198 55 149 60 176 55 8 42 95 99 208 31 53 90 132 61 15 93 229 63 133
16 15 779 42 68 85 124 41 232 20 164 11 35 100 178 15 181 100 234 65 187 62 31 67 12 100 221 93 140 83 114 90 190
17 15 801 80 13 68 86 100 64 90 172 41 79 86 47 26 13 69 68 8 212 85 217 71 176 85 228 23 192 82 20 88 86
18 15 768 100 100 68 232 16 113 49 30 90 65 86 135 80 138 21 246 75 34 87 132 58 124 98 221 7 128 50 83 75 119
19 15 596 48 227 50 197 96 65 5 120 7 126 1 102 12 192 13 170 66 1 70 10 43 225 97 237 70 233 97 171 71 6
20 15 609 5 223 14 175 70 193 35 211 30 107 93 159 48 190 35 130 98 14 54 190 51 208 60 220 40 245 62 182 67 236
21 15 602 44 233 73 146 68 44 22 170 14 189 91 70 42 172 31 152 41 84 35 67 21 161 64 207 85 6 59 215 63 80
22 15 594 69 221 80 65 49 30 33 106 32 122 97 95 13 171 41 35 63 110 8 42 30 82 99 61 14 39 72 145 43 132
23 15 642 32 93 92 138 98 69 27 80 52 35 32 217 98 237 23 208 10 103 80 76 39 103 46 47 19 41 72 136 83 182
24 15 556 74 46 12 28 28 124 2 170 78 211 24 15 50 153 20 221 81 148 52 133 48 78 87 199 62 122 59 238 19 78
