1 5 133 15 18 72 77 26 75 35 39 19 24
2 5 261 22 25 90 96 53 31 64 9 98 97
3 5 240 61 83 61 74 42 47 87 66 50 48
4 5 178 59 33 35 98 19 23 34 7 76 79
5 5 206 85 12 29 38 41 99 24 10 79 90
6 5 230 63 67 45 85 79 70 11 5 90 42
7 5 104 8 15 71 29 1 58 39 1 11 81
8 5 160 38 98 56 43 52 78 30 13 24 57
9 5 249 85 83 6 78 80 17 83 71 58 36
10 5 310 88 76 64 24 81 36 69 16 86 5
11 5 169 26 14 22 85 54 20 66 52 44 38
12 5 248 17 3 69 17 69 67 57 83 98 12
13 5 193 8 36 88 49 82 61 34 21 30 78
14 5 255 75 87 83 13 10 93 64 17 87 3
15 5 144 66 96 41 90 1 8 53 76 20 99
16 5 167 6 54 34 81 32 10 86 65 51 8
17 5 92 31 19 19 1 38 97 25 20 2 64
18 5 229 72 54 88 30 40 53 26 83 61 50
19 5 194 69 18 10 95 55 53 38 72 71 87
20 5 195 76 83 40 58 84 3 3 56 41 78
21 5 265 91 19 73 58 75 4 42 87 51 37
22 5 296 82 28 55 1 84 93 98 59 52 27
23 5 206 1 34 91 5 1 94 94 91 71 43
24 5 266 36 82 95 80 66 2 69 55 67 64
25 5 96 51 62 40 11 12 33 16 92 1 52
26 5 236 68 97 77 82 5 16 99 16 47 7
27 5 204 83 87 40 36 66 91 61 78 6 29
28 5 175 65 53 18 65 76 15 34 11 26 27
29 5 266 89 6 97 42 70 42 71 39 6 54
30 5 143 97 57 35 32 2 82 18 35 27 8
31 5 198 86 23 26 18 97 44 36 51 3 27
32 5 253 68 47 88 59 62 55 88 22 11 55
33 5 240 91 19 64 50 7 58 84 60 55 36
34 5 229 5 54 41 66 96 55 49 24 96 98
35 5 148 22 35 19 32 20 64 59 53 66 84
36 5 210 40 56 72 41 59 89 26 84 66 85
37 5 224 65 98 29 64 58 51 30 29 98 31
38 5 157 6 50 43 54 33 83 45 13 70 59
39 5 241 22 78 57 22 35 15 96 34 92 85
40 5 325 64 60 66 73 95 90 90 7 92 37
41 5 195 8 79 66 80 55 60 60 71 55 3
42 5 162 38 99 84 31 22 90 53 61 6 93
43 5 208 63 53 27 42 28 85 50 41 93 20
44 5 232 11 14 100 72 15 73 100 94 65 75
