1 15 603 15 18 72 77 26 75 35 39 19 24 78 22 25 90 96 53 31 64 9 98 97 65 61 83 61 74 42 47 87 66
2 15 587 48 36 59 33 35 98 19 23 34 7 76 79 27 85 12 29 38 41 99 24 10 79 90 53 63 67 45 85 79 70
3 15 475 5 90 42 80 8 15 71 29 1 58 39 1 11 81 37 38 98 56 43 52 78 30 13 24 57 58 85 83 6 78
4 15 655 17 83 71 58 36 48 88 76 64 24 81 36 69 16 86 5 81 26 14 22 85 54 20 66 52 44 38 94 17 3
5 15 551 17 69 67 57 83 98 12 36 8 36 88 49 82 61 34 21 30 78 55 75 87 83 13 10 93 64 17 87 3 58
6 15 586 96 41 90 1 8 53 76 20 99 10 6 54 34 81 32 10 86 65 51 8 18 31 19 19 1 38 97 25 20 2
7 15 625 27 72 54 88 30 40 53 26 83 61 50 64 69 18 10 95 55 53 38 72 71 87 98 76 83 40 58 84 3 3
8 15 638 41 78 74 91 19 73 58 75 4 42 87 51 37 76 82 28 55 1 84 93 98 59 52 27 68 1 34 91 5 1
9 15 599 94 91 71 43 25 36 82 95 80 66 2 69 55 67 64 90 51 62 40 11 12 33 16 92 1 52 59 68 97 77
10 15 664 5 16 99 16 47 7 92 83 87 40 36 66 91 61 78 6 29 15 65 53 18 65 76 15 34 11 26 27 48 89
11 15 632 97 42 70 42 71 39 6 54 84 97 57 35 32 2 82 18 35 27 8 38 86 23 26 18 97 44 36 51 3 27
12 15 663 68 47 88 59 62 55 88 22 11 55 98 91 19 64 50 7 58 84 60 55 36 39 5 54 41 66 96 55 49 24
13 15 668 98 74 22 35 19 32 20 64 59 53 66 84 44 40 56 72 41 59 89 26 84 66 85 47 65 98 29 64 58 51
14 15 572 29 98 31 40 6 50 43 54 33 83 45 13 70 59 94 22 78 57 22 35 15 96 34 92 85 77 64 60 66 73
15 15 685 90 90 7 92 37 63 8 79 66 80 55 60 60 71 55 3 42 38 99 84 31 22 90 53 61 6 93 92 63 53
16 15 779 42 28 85 50 41 93 20 66 11 14 100 72 15 73 100 94 65 75 62 13 67 5 100 89 93 56 83 46 90 76
17 15 801 80 6 68 35 100 26 90 69 41 32 86 19 26 6 69 27 8 85 85 87 71 71 85 92 23 77 82 8 88 35
18 15 768 100 40 68 93 16 46 49 12 90 26 86 54 80 56 21 99 75 14 87 53 58 50 98 89 7 52 50 34 75 48
19 15 596 48 91 50 79 96 26 5 48 7 51 1 41 12 77 13 68 66 1 70 4 43 90 97 95 70 93 97 69 71 3
20 15 609 5 89 14 70 70 78 35 85 30 43 93 64 48 76 35 52 98 6 54 76 51 83 60 88 40 98 62 73 67 95
21 15 602 44 94 73 59 68 18 22 68 14 76 91 28 42 69 31 61 41 34 35 27 21 65 64 83 85 3 59 86 63 32
22 15 594 69 89 80 26 49 12 33 43 32 49 97 38 13 69 41 14 63 44 8 17 30 33 99 25 14 16 72 58 43 53
