1 15 DPWeight 3264 22485 49.867472 111110101111111
2 15 DPWeight 3001 21870 39.925254 111001111011111
3 15 DPWeight 2896 17715 33.177257 110110111101111
4 15 DPWeight 2507 24405 56.35075 111111001111110
5 15 DPWeight 3126 20610 39.571644 111111101110011
6 15 DPWeight 1772 21780 51.314908 101111111011110
7 15 DPWeight 3163 23220 47.710185 111011011111011
8 15 DPWeight 3021 23850 47.262838 111111110110011
9 15 DPWeight 3355 22365 40.670086 101101111111111
10 15 DPWeight 2177 24720 50.844076 101111101111111
11 15 DPWeight 2045 23625 42.641301 111111101101111
12 15 DPWeight 2878 24750 49.873789 111011101111110
13 15 DPWeight 3147 24900 47.64656 111111111010111
14 15 DPWeight 3339 21255 48.215711 111110101011111
15 15 DPWeight 3274 25515 62.486114 111111101110011
16 15 DPWeight 3120 29085 63.378652 111111111001101
17 15 DPWeight 2546 29925 55.781649 111110011111101
18 15 DPWeight 2830 28605 57.885443 111001110111111
19 15 DPWeight 3299 22275 74.418704 111111110011110
20 15 DPWeight 4010 22785 57.767692 111110110111111
21 15 DPWeight 3108 22410 58.904218 110111111111011
22 15 DPWeight 2125 22155 46.721829 110111101110111
23 15 DPWeight 2590 23940 57.184672 110101111111011
24 15 DPWeight 2917 20745 37.545012 011110111101111
25 15 DPWeight 2584 22080 39.574744 111010111111111
26 15 DPWeight 2584 25185 49.256362 101110111101111
27 15 DPWeight 2596 23430 42.814417 111110111100111
28 15 DPWeight 2846 17460 35.354783 110111111111101
29 15 DPWeight 2992 20520 37.110517 101111111110011
30 15 DPWeight 3271 24540 48.078614 101111101111111
31 15 DPWeight 2701 22920 47.787141 001111110111111
32 15 DPWeight 2857 27450 58.128433 101111111111101
33 15 DPWeight 3001 20220 40.167122 111101111111011
34 15 DPWeight 3120 23055 46.745428 111101101111110
35 15 DPWeight 2879 24915 56.732215 101011110111111
36 15 DPWeight 2775 19290 38.493693 111111101111001
37 15 DPWeight 2881 19260 43.984107 111111111100101
38 15 DPWeight 3047 20625 40.784541 101110111111111
39 15 DPWeight 2649 21930 49.659944 111111011101101
40 15 DPWeight 3117 20490 40.743285 110101011111111
41 15 DPWeight 3190 23025 48.242392 111111111100111
42 15 DPWeight 3244 24825 47.438094 011111111101110
43 15 DPWeight 2845 23760 57.098999 111111110101011
44 15 DPWeight 2648 21495 55.993742 111111111011011
45 15 DPWeight 2591 18300 48.135173 111100111111111
46 15 DPWeight 2064 17775 35.343369 111111101111110
47 15 DPWeight 2939 18360 36.466861 101101111111101
48 15 DPWeight 3106 28785 59.252052 111111111010111
49 15 DPWeight 2414 18240 34.945193 111111101110111
50 15 DPWeight 2679 18450 37.875701 110111111110111
51 15 DPWeight 2222 23940 43.810955 111011111101111
52 15 DPWeight 3279 28620 56.735929 001111111111011
53 15 DPWeight 2772 22920 41.843351 110111111101111
54 15 DPWeight 3044 23745 46.85955 101111111011111
55 15 DPWeight 3036 24675 48.206582 111101011111111
56 15 DPWeight 3285 25755 50.412467 011011111110111
57 15 DPWeight 2728 21660 45.126991 101011011011111
58 15 DPWeight 3028 22020 42.952084 111001111111111
59 15 DPWeight 3066 22875 49.593555 011111011011111
60 15 DPWeight 2292 24435 49.890116 111111011101111
61 15 DPWeight 3083 25335 58.550508 110111111011110
62 15 DPWeight 3323 28845 68.745327 101101111111101
63 15 DPWeight 3729 22110 50.829868 111111110101111
64 15 DPWeight 2930 25080 55.369274 111111111110011
65 15 DPWeight 2468 24300 51.373711 101101111111111
66 15 DPWeight 2327 27300 55.236422 110111011111111
67 15 DPWeight 2573 21675 40.29488 111110111110110
68 15 DPWeight 2259 17760 33.091694 111111011101110
69 15 DPWeight 2581 21045 42.679498 111100011111111
70 15 DPWeight 3169 17340 35.686194 111111011111110
71 15 DPWeight 2564 22590 47.896394 110111111110111
72 15 DPWeight 2747 21225 45.119535 110111111101111
73 15 DPWeight 3096 23910 59.248376 111010111111011
74 15 DPWeight 2777 18825 42.554954 110111011111111
75 15 DPWeight 3510 21660 51.290472 111010111101111
76 15 DPWeight 2709 26520 54.242578 111010111111111
77 15 DPWeight 2656 22380 46.870229 111111100011111
78 15 DPWeight 2962 23055 50.548092 111011111101110
79 15 DPWeight 2807 27165 61.548892 111111111111011
80 15 DPWeight 2355 25605 53.313094 101101101111111
81 15 DPWeight 2552 22155 46.826372 111101111101111
82 15 DPWeight 2723 17460 36.889563 111101110111110
83 15 DPWeight 2259 24525 58.634578 111111001111111
84 15 DPWeight 3018 26280 59.949046 101101111111101
85 15 DPWeight 2407 22470 44.607695 111101101110111
86 15 DPWeight 2650 22185 48.38517 111111110101111
87 15 DPWeight 2908 28035 50.935035 111111111101111
88 15 DPWeight 2601 23175 44.487152 111101101011110
89 15 DPWeight 2798 25080 46.797574 110110111111111
90 15 DPWeight 2710 25080 47.482108 011111101111111
91 15 DPWeight 2746 20865 42.511164 111111111111010
92 15 DPWeight 2960 23940 55.967818 101110111111011
93 15 DPWeight 2476 22650 48.901027 111111011101111
94 15 DPWeight 2998 24900 53.605953 011111111110111
95 15 DPWeight 2858 21045 44.576149 101111111101011
96 15 DPWeight 2634 26085 52.267047 100111111011111
97 15 DPWeight 2913 22440 48.139802 110110111111101
98 15 DPWeight 2645 21330 69.206008 011111111011111
99 15 DPWeight 3255 16050 34.657326 111001111111111
100 15 DPWeight 2737 19755 40.082895 110111111111100
101 15 DPWeight 3013 26910 52.605649 111111110111101
102 15 DPWeight 2855 27615 51.601437 101111011111101
103 15 DPWeight 2898 19875 36.226358 110111101111111
104 15 DPWeight 2113 22080 40.383878 111111100111111
105 15 DPWeight 2423 18075 33.136766 110101011111111
106 15 DPWeight 3662 22665 43.302393 001111111111111
107 15 DPWeight 3126 25860 48.850511 101110111111011
108 15 DPWeight 2959 23580 47.08231 101111110111110
109 15 DPWeight 2189 24210 48.766787 011111011111111
110 15 DPWeight 3698 21750 47.547786 100111111011111
111 15 DPWeight 2847 25320 51.330057 110111110111101
112 15 DPWeight 2933 21240 42.206116 111111111101011
113 15 DPWeight 3548 18270 36.054111 011011111111011
114 15 DPWeight 3475 16845 38.800072 111111110110111
115 15 DPWeight 2642 19155 42.320826 111011111111101
116 15 DPWeight 2788 22680 47.038823 011110111101111
117 15 DPWeight 2934 18675 37.427884 111111010111111
118 15 DPWeight 2685 22260 46.245628 111101110111111
119 15 DPWeight 2837 28335 56.425887 111111101111001
120 15 DPWeight 2475 16980 32.839517 111011111110011
121 15 DPWeight 3089 22710 43.40456 001111011111111
122 15 DPWeight 2798 19470 40.389316 111101111011111
123 15 DPWeight 2506 21810 45.395105 111111100111101
124 15 DPWeight 2547 19605 62.573099 101111111101111
125 15 DPWeight 3086 17910 60.123908 111110111101111
126 15 DPWeight 3230 16590 47.410144 110111111110110
127 15 DPWeight 2419 28740 86.017808 111111110111100
128 15 DPWeight 3352 22230 92.840921 101101111111111
129 15 DPWeight 2518 21405 83.248262 111111010111111
130 15 DPWeight 3368 20475 84.255799 101111110111111
131 15 DPWeight 2371 23475 98.933297 111111110001111
132 15 DPWeight 2567 25470 92.882698 111111111011000
133 15 DPWeight 3099 20235 38.96765 111111111111011
134 15 DPWeight 2059 21345 41.866646 101101101111111
135 15 DPWeight 3633 20520 38.536987 011101111111111
136 15 DPWeight 3332 27000 49.332723 111011111101011
137 15 DPWeight 3047 20880 37.933609 111111101101111
138 15 DPWeight 3405 27180 49.343869 110111101011111
139 15 DPWeight 3294 26580 48.057441 101110111111110
140 15 DPWeight 1993 20820 37.598191 011111101110111
141 15 DPWeight 1954 17835 33.099285 110111111111101
142 15 DPWeight 2343 23025 42.185202 111111010110111
143 15 DPWeight 2560 18735 34.282533 110111011111111
144 15 DPWeight 2831 28200 51.891717 111101101011111
145 15 DPWeight 2353 19740 35.523293 111101111001011
146 15 DPWeight 2506 19830 36.103327 111111001011111
147 15 DPWeight 3170 20550 40.131153 101111111101111
148 15 DPWeight 3484 25620 46.48798 111101101111110
149 15 DPWeight 2324 24180 47.729594 111110101101111
150 15 DPWeight 3116 19350 39.798727 101111111111010
151 15 DPWeight 2799 23880 46.847631 011111110111011
152 15 DPWeight 3662 19485 40.523545 111110101111111
153 15 DPWeight 3036 27720 58.197531 111111111110110
154 15 DPWeight 3362 21870 44.951953 110111100111111
155 15 DPWeight 2875 20865 43.178112 111111111110110
156 15 DPWeight 2676 25875 54.58279 111111110101101
157 15 DPWeight 2479 24420 50.874477 101111110111011
158 15 DPWeight 2654 22440 46.074277 111111110101111
159 15 DPWeight 2500 24345 50.751231 111110101101111
160 15 DPWeight 2284 22545 44.562185 111011111111011
161 15 DPWeight 3068 23775 47.9151 110111111101111
162 15 DPWeight 2466 17700 35.005962 011111101111111
163 15 DPWeight 3502 23085 45.305006 111100111111111
164 15 DPWeight 2507 23460 48.580637 110111101111110
165 15 DPWeight 2885 25170 53.066122 001111110111111
166 15 DPWeight 2647 21270 45.069412 101111101011111
167 15 DPWeight 3639 27645 67.565632 111111111011011
168 15 DPWeight 3416 26370 59.75227 111111011111001
169 15 DPWeight 2682 21180 45.755785 111011111111101
170 15 DPWeight 1976 19800 37.633037 111110111110111
171 15 DPWeight 3001 29595 55.182985 111011110010111
172 15 DPWeight 2480 28380 53.396552 110001111111111
173 15 DPWeight 2404 15450 32.231695 111110110111111
174 15 DPWeight 1642 26820 49.685624 111101111110011
175 15 DPWeight 2677 20985 39.597319 101111101111011
176 15 DPWeight 1646 27525 49.849531 111110101111111
177 15 DPWeight 3152 22470 72.956399 110101110111111
178 15 DPWeight 3164 22200 55.647497 111111110110111
179 15 DPWeight 2568 24105 44.390569 101111111001111
180 15 DPWeight 2864 27615 50.004448 111111011101011
181 15 DPWeight 2977 18840 34.784097 111110111111110
182 15 DPWeight 2630 25680 46.351292 101011111011111
183 15 DPWeight 2617 19320 39.744916 111110011110111
184 15 DPWeight 3060 19275 36.494644 001111111111110
185 15 DPWeight 3358 26220 47.678633 101111111011111
186 15 DPWeight 2696 24690 45.857553 011111101011111
187 15 DPWeight 2992 23280 42.086038 111011111100111
188 15 DPWeight 3305 23190 42.098448 011010111111111
189 15 DPWeight 3155 24525 48.606123 110110110111111
190 15 DPWeight 2817 32145 66.167326 110011101111111
191 15 DPWeight 2729 18255 36.125249 101111101111011
192 15 DPWeight 2749 23250 46.111735 110111110111111
193 15 DPWeight 2298 19830 39.536809 110111111111011
194 15 DPWeight 2838 16335 34.002745 111110111111101
195 15 DPWeight 2584 20415 39.134141 011111111011111
196 15 DPWeight 3222 26400 50.099788 110111111111101
197 15 DPWeight 3178 30000 61.27043 111111011110101
198 15 DPWeight 3047 25665 53.02781 011111101111111
199 15 DPWeight 3204 22860 52.196963 111100111111111
200 15 DPWeight 2364 26745 80.278351 100111111111011
201 15 DPWeight 3135 26550 68.677486 111111111110011
202 15 DPWeight 2707 20190 50.402878 111111110111100
203 15 DPWeight 2875 21180 46.744024 111111001111111
204 15 DPWeight 3292 22005 41.565123 111011111111011
205 15 DPWeight 3226 28905 69.022186 111111011110101
206 15 DPWeight 2528 18480 42.171076 111101111011111
207 15 DPWeight 3096 33540 64.432977 111011011101111
208 15 DPWeight 2116 20220 38.032056 111111111100110
209 15 DPWeight 3163 14520 26.633275 111111111111001
210 15 DPWeight 3137 24240 48.038183 111111110101111
211 15 DPWeight 2575 27180 51.259719 111111111101101
212 15 DPWeight 2678 20835 38.240148 101011111111111
213 15 DPWeight 3304 25035 46.372919 111111101111001
214 15 DPWeight 2991 15120 28.850547 011011111111111
215 15 DPWeight 2925 21465 40.319479 111111111011011
216 15 DPWeight 2132 27900 52.982174 111111111101011
217 15 DPWeight 2526 19920 38.246046 101111010111111
218 15 DPWeight 1984 21360 40.319285 100111011111111
219 15 DPWeight 2786 22020 42.199439 111111011111011
220 15 DPWeight 2104 27840 58.37595 011100111011111
221 15 DPWeight 2888 23220 55.756093 111101110011111
222 15 DPWeight 3132 19305 47.384312 100111111111111
223 15 DPWeight 3246 22890 51.053782 111101111101111
224 15 DPWeight 2525 24000 50.976479 101111111111101
225 15 DPWeight 2578 18825 38.644151 011111111011111
226 15 DPWeight 2560 20355 41.752283 111111101011111
227 15 DPWeight 2451 28620 57.286499 111101111101101
228 15 DPWeight 2286 28590 59.793192 110111001111111
229 15 DPWeight 2239 19005 40.84873 010111111111011
230 15 DPWeight 2773 25515 48.750834 111110111101011
231 15 DPWeight 2834 21990 39.906148 111101111111101
232 15 DPWeight 1864 21945 39.687174 101111111010111
233 15 DPWeight 2641 28200 53.634918 111001111011111
234 15 DPWeight 2288 24000 44.934942 111110101111111
235 15 DPWeight 2635 26310 47.831416 111101001111111
236 15 DPWeight 2046 25800 47.178779 111111101101111
