1 15 749 36 45 180 193 64 187 86 97 48 60 194 53 62 224 239 133 78 159 21 245 242 163 152 206 151 184 104 117 217 163
2 15 729 119 89 148 82 87 245 47 58 84 16 190 196 67 211 29 72 95 103 247 59 23 196 224 132 156 166 111 212 196 174
3 15 590 13 225 104 200 19 36 178 71 3 144 97 1 26 202 92 95 244 139 106 129 194 73 31 60 142 144 213 207 15 195
4 15 813 42 206 178 144 88 119 219 189 158 60 201 90 173 40 213 12 202 63 33 55 212 134 50 165 128 109 95 235 42 8
5 15 687 43 172 168 142 208 244 28 89 19 88 220 123 205 152 85 51 73 193 138 186 218 207 33 25 232 160 42 216 6 145
6 15 726 238 102 225 1 20 133 188 49 247 25 14 133 83 201 79 24 214 162 126 19 44 78 46 46 1 95 242 62 49 5
7 15 774 66 178 134 218 74 100 131 65 206 153 124 159 171 43 23 237 137 131 94 180 176 218 243 189 206 100 143 209 8 7
8 15 795 102 195 185 226 47 181 145 188 9 105 216 127 93 190 204 69 136 1 209 231 245 148 130 67 169 2 85 228 13 2
9 15 745 235 227 177 108 62 88 205 236 199 165 5 173 137 168 160 223 128 154 99 27 29 83 38 229 1 129 147 170 242 192
10 15 824 12 39 246 39 116 17 228 208 216 100 89 165 226 152 193 15 72 36 161 131 45 162 189 37 84 26 65 66 118 222
11 15 787 242 104 174 104 178 97 15 134 209 242 142 88 79 4 205 45 87 68 20 93 215 57 64 45 242 110 90 126 7 67
12 15 825 168 118 220 146 154 137 218 55 28 136 244 226 46 160 125 16 145 209 150 136 90 98 12 134 101 164 240 137 122 60
13 15 830 244 185 54 87 48 78 49 158 146 132 164 210 109 99 139 178 102 146 221 65 209 163 211 116 162 244 73 159 145 127
14 15 708 73 244 77 99 15 123 106 135 82 207 112 32 173 148 234 55 193 141 53 86 36 240 85 229 211 192 158 150 164 181
15 15 850 224 224 17 230 91 156 19 196 163 198 138 149 148 176 138 8 103 95 247 208 76 53 224 132 151 15 232 229 156 133
16 15 969 105 68 211 124 101 232 49 164 26 35 250 178 37 181 250 234 161 187 155 31 167 12 249 221 231 140 207 114 225 190
17 15 997 199 13 169 86 248 64 224 172 103 79 215 47 63 13 172 68 18 212 213 217 178 176 212 228 56 192 205 20 219 86
